year,month,month_num,epi_week,region,cases,deaths,T2M_mean,RH2M_mean,PRECTOTCORR_sum,WS10M_mean
2016,July,7,30,Punjab,135,1,32.137142857142855,62.06142857142857,48.68,2.3685714285714288
2016,August,8,31,Punjab,163,1,31.834285714285716,63.201428571428565,35.54,2.2885714285714287
2016,August,8,32,Punjab,431,3,31.664285714285715,65.92,40.61,1.5371428571428571
2016,August,8,33,Punjab,472,3,32.93,54.44285714285714,13.760000000000002,1.5042857142857144
2016,August,8,34,Punjab,184,1,30.777142857142856,67.14142857142858,72.59,1.5885714285714287
2016,September,9,36,Punjab,145,1,31.06714285714286,52.00571428571429,2.37,2.494285714285714
2016,September,9,37,Punjab,357,2,31.21,48.544285714285714,5.0200000000000005,1.5785714285714287
2016,September,9,38,Punjab,345,2,30.774285714285718,48.9,10.92,1.6514285714285715
2016,September,9,39,Punjab,133,1,30.467142857142854,45.228571428571435,0.060000000000000005,1.5714285714285714
2016,October,10,40,Punjab,95,0,30.09,41.47571428571428,0.33,1.6257142857142857
2016,October,10,41,Punjab,238,1,27.78,25.398571428571426,0.0,1.7042857142857142
2016,October,10,42,Punjab,278,2,26.937142857142856,25.587142857142858,0.0,1.3628571428571428
2016,October,10,43,Punjab,109,1,24.354285714285716,22.77857142857143,0.0,1.9014285714285715
2016,November,11,44,Punjab,90,0,22.28,29.032857142857143,0.0,1.3985714285714284
2016,November,11,45,Punjab,135,1,21.261428571428574,22.814285714285713,1.17,2.3657142857142857
2016,November,11,46,Punjab,135,1,19.208571428571428,24.844285714285714,0.0,2.5485714285714285
2016,November,11,47,Punjab,90,0,20.62142857142857,25.452857142857145,0.0,2.9457142857142857
2016,December,12,48,Punjab,69,0,19.684285714285714,19.509999999999998,0.0,2.157142857142857
2016,December,12,49,Punjab,81,1,19.21857142857143,28.41714285714286,0.0,2.005714285714286
2016,December,12,50,Punjab,81,0,16.481428571428573,30.164285714285715,0.0,2.15
2016,December,12,51,Punjab,69,0,16.625714285714285,22.78857142857143,0.0,2.6814285714285715
2016,January,1,1,Sindh,64,0,21.754285714285714,68.99,0.0,2.894285714285714
2016,January,1,2,Sindh,76,1,21.207142857142856,55.51428571428572,0.0,2.6014285714285714
2016,January,1,3,Sindh,76,1,20.725714285714282,54.13142857142857,0.74,2.412857142857143
2016,January,1,4,Sindh,64,0,22.057142857142857,70.45857142857143,0.0,3.3485714285714288
2016,February,2,5,Sindh,46,0,21.244285714285716,50.37714285714286,0.0,2.755714285714286
2016,February,2,6,Sindh,59,1,20.890000000000004,48.105714285714285,0.0,3.7800000000000002
2016,February,2,7,Sindh,59,0,21.972857142857144,41.294285714285714,0.0,3.8214285714285716
2016,February,2,8,Sindh,46,0,23.94,53.23428571428571,0.0,2.6514285714285712
2016,March,3,9,Sindh,43,0,24.74142857142857,58.94285714285714,0.01,3.31
2016,March,3,10,Sindh,47,0,23.93,68.40857142857143,0.7899999999999999,4.161428571428571
2016,March,3,11,Sindh,47,0,24.995714285714286,73.30285714285715,0.0,4.685714285714285
2016,March,3,12,Sindh,43,0,26.547142857142855,58.17,0.0,3.737142857142857
2016,April,4,14,Sindh,32,0,25.942857142857143,68.0657142857143,0.06,4.5442857142857145
2016,April,4,15,Sindh,48,1,27.419999999999998,74.42285714285715,0.01,5.798571428571429
2016,April,4,16,Sindh,48,0,27.62857142857143,62.73857142857143,0.0,4.640000000000001
2016,April,4,17,Sindh,32,0,28.852857142857143,70.16285714285713,0.01,4.611428571428571
2016,May,5,18,Sindh,51,1,28.97142857142857,71.97857142857143,1.01,4.985714285714286
2016,May,5,19,Sindh,59,1,29.935714285714287,75.73857142857142,0.0,5.3185714285714285
2016,May,5,20,Sindh,59,1,30.708571428571428,76.4342857142857,0.1,6.307142857142857
2016,May,5,21,Sindh,51,0,30.00142857142857,75.54428571428572,0.09,8.051428571428572
2016,June,6,22,Sindh,77,1,30.004285714285714,71.74428571428571,1.55,6.667142857142857
2016,June,6,23,Sindh,98,1,30.24857142857143,78.93857142857144,0.0,7.457142857142857
2016,June,6,24,Sindh,98,1,29.93142857142857,74.78714285714285,0.0,7.492857142857143
2016,June,6,25,Sindh,77,1,30.437142857142856,73.37571428571428,3.42,4.964285714285714
2016,July,7,27,Sindh,163,1,30.505714285714284,75.08714285714287,0.14,6.797142857142857
2016,July,7,28,Sindh,385,2,30.47142857142857,72.14,0.38,5.535714285714286
2016,July,7,29,Sindh,427,3,29.548571428571428,72.75857142857143,0.33,6.8428571428571425
2016,July,7,30,Sindh,125,1,29.548571428571428,73.83714285714287,1.49,6.1971428571428575
2016,August,8,31,Sindh,274,2,28.897142857142857,80.96571428571428,43.71,4.702857142857143
2016,August,8,32,Sindh,593,4,28.728571428571428,78.91142857142857,0.67,5.214285714285714
2016,August,8,33,Sindh,640,4,28.497142857142855,75.50142857142858,0.16,5.425714285714286
2016,August,8,34,Sindh,293,2,28.822857142857142,77.42285714285715,21.87,4.064285714285714
2016,September,9,36,Sindh,201,1,27.457142857142856,74.25857142857141,0.92,6.042857142857143
2016,September,9,37,Sindh,541,3,28.268571428571427,73.40857142857143,0.22999999999999998,4.775714285714286
2016,September,9,38,Sindh,523,3,27.66,75.24,0.0,6.165714285714286
2016,September,9,39,Sindh,235,2,27.777142857142856,73.64571428571428,0.0,4.9799999999999995
2016,October,10,40,Sindh,146,1,28.502857142857145,77.61285714285714,0.03,4.1085714285714285
2016,October,10,41,Sindh,314,2,27.611428571428572,71.04714285714286,0.0,3.488571428571429
2016,October,10,42,Sindh,326,2,26.57,72.13,0.0,3.9385714285714286
2016,October,10,43,Sindh,164,1,26.695714285714285,65.71142857142857,0.0,3.2728571428571427
2016,November,11,44,Sindh,144,1,26.610000000000003,54.691428571428574,0.0,2.8442857142857143
2016,November,11,45,Sindh,156,1,25.027142857142856,57.145714285714284,0.0,2.744285714285714
2016,November,11,46,Sindh,156,1,24.06,54.07142857142857,0.0,2.9957142857142856
2016,November,11,47,Sindh,144,0,24.009999999999998,50.94714285714286,0.02,2.755714285714286
2016,December,12,48,Sindh,70,0,24.557142857142857,47.21,0.0,2.7142857142857144
2016,December,12,49,Sindh,105,1,23.71142857142857,65.15857142857143,0.0,3.141428571428572
2016,December,12,50,Sindh,105,1,22.502857142857145,58.167142857142856,0.0,3.0685714285714285
2016,December,12,51,Sindh,70,0,22.669999999999998,51.31428571428571,0.0,2.9842857142857144
2016,January,1,1,KPK,28,0,9.418571428571429,60.40857142857143,14.48,2.0914285714285716
2016,January,1,2,KPK,32,0,8.901428571428571,57.01857142857143,9.51,2.3785714285714286
2016,January,1,3,KPK,32,0,8.715714285714286,42.278571428571425,0.0,2.39
2016,January,1,4,KPK,28,0,7.827142857142857,66.22428571428573,23.18,2.2614285714285716
2016,February,2,5,KPK,20,0,10.237142857142857,42.11571428571428,0.0,2.3385714285714285
2016,February,2,6,KPK,25,0,8.325714285714286,53.120000000000005,24.68,2.375714285714286
2016,February,2,7,KPK,25,0,11.248571428571429,40.20857142857143,5.87,2.3285714285714287
2016,February,2,8,KPK,20,0,15.608571428571427,38.00285714285714,0.0,3.045714285714286
2016,March,3,9,KPK,21,0,15.745714285714286,60.46857142857142,7.1000000000000005,2.3328571428571427
2016,March,3,10,KPK,22,0,14.445714285714287,66.63714285714286,46.42,1.8157142857142858
2016,March,3,11,KPK,22,0,12.081428571428571,71.59285714285714,54.800000000000004,1.967142857142857
2016,March,3,12,KPK,20,0,15.518571428571429,52.39857142857142,18.3,2.6685714285714286
2016,April,4,14,KPK,14,0,16.990000000000002,61.371428571428574,20.189999999999998,2.065714285714286
2016,April,4,15,KPK,21,0,20.66142857142857,60.55285714285714,30.8,2.2585714285714285
2016,April,4,16,KPK,21,0,19.382857142857144,49.48285714285714,17.14,2.792857142857143
2016,April,4,17,KPK,14,0,23.035714285714285,41.44714285714286,2.2,2.1028571428571428
2016,May,5,18,KPK,22,0,24.245714285714286,52.05571428571428,11.79,2.1342857142857143
2016,May,5,19,KPK,26,1,26.384285714285713,47.88857142857143,28.05,2.182857142857143
2016,May,5,20,KPK,25,0,28.15142857142857,35.87714285714286,14.420000000000002,4.367142857142857
2016,May,5,21,KPK,22,0,26.708571428571428,41.207142857142856,24.71,2.615714285714286
2016,June,6,22,KPK,40,0,28.147142857142857,44.364285714285714,27.7,2.3842857142857143
2016,June,6,23,KPK,50,1,30.515714285714285,30.857142857142858,2.69,2.315714285714286
2016,June,6,24,KPK,50,1,31.06142857142857,34.23142857142857,13.870000000000001,2.0442857142857145
2016,June,6,25,KPK,40,0,30.107142857142858,37.565714285714286,33.31,2.315714285714286
2016,July,7,27,KPK,60,0,29.922857142857143,45.972857142857144,14.96,1.7757142857142856
2016,July,7,28,KPK,145,1,29.97142857142857,49.35142857142858,49.75,2.4314285714285715
2016,July,7,29,KPK,144,1,29.34,52.51571428571429,27.04,2.2642857142857142
2016,July,7,30,KPK,71,1,28.611428571428572,65.48571428571428,27.880000000000003,2.3614285714285717
2016,August,8,31,KPK,94,0,29.131428571428575,54.987142857142864,13.41,2.4414285714285713
2016,August,8,32,KPK,240,2,28.52285714285714,62.50571428571429,31.29,2.532857142857143
2016,August,8,33,KPK,251,2,28.615714285714287,46.79,3.92,2.2885714285714287
2016,August,8,34,KPK,95,1,28.259999999999998,55.68714285714286,21.61,2.07
2016,September,9,36,KPK,83,1,27.194285714285716,47.771428571428565,16.07,2.2642857142857142
2016,September,9,37,KPK,173,1,26.005714285714284,52.05142857142857,11.53,1.8557142857142856
2016,September,9,38,KPK,183,1,26.138571428571428,43.18142857142857,3.09,1.8985714285714284
2016,September,9,39,KPK,81,1,26.181428571428572,43.425714285714285,0.24,1.9085714285714286
2016,October,10,40,KPK,58,0,24.74285714285714,40.42,6.3500000000000005,1.8871428571428572
2016,October,10,41,KPK,125,1,22.384285714285713,23.761428571428574,0.0,1.9742857142857144
2016,October,10,42,KPK,130,1,21.12857142857143,22.472857142857144,0.46,2.25
2016,October,10,43,KPK,67,0,19.372857142857146,18.53142857142857,0.05,2.5557142857142856
2016,November,11,44,KPK,50,0,18.495714285714286,21.761428571428574,1.33,2.0557142857142856
2016,November,11,45,KPK,55,1,16.970000000000002,16.762857142857143,0.02,2.1271428571428572
2016,November,11,46,KPK,55,0,16.021428571428572,18.01142857142857,0.0,2.0985714285714283
2016,November,11,47,KPK,50,0,14.37857142857143,31.954285714285714,0.36,2.3114285714285714
2016,December,12,48,KPK,30,0,15.638571428571428,18.08142857142857,0.0,2.1014285714285714
2016,December,12,49,KPK,45,0,14.647142857142857,31.349999999999998,5.74,2.037142857142857
2016,December,12,50,KPK,45,0,11.651428571428571,39.56285714285714,3.05,2.0957142857142856
2016,December,12,51,KPK,30,0,12.242857142857144,26.021428571428572,0.0,2.724285714285714
2016,January,1,1,Balochistan,11,0,7.811428571428571,50.18285714285714,3.39,2.3942857142857146
2016,January,1,2,Balochistan,12,0,5.337142857142857,35.48571428571429,0.0,2.86
2016,January,1,3,Balochistan,11,0,5.951428571428571,22.06142857142857,0.0,2.577142857142857
2016,January,1,4,Balochistan,11,0,7.26,48.31,11.73,4.17
2016,February,2,5,Balochistan,7,0,5.1899999999999995,31.452857142857145,0.0,2.5885714285714285
2016,February,2,6,Balochistan,11,0,3.737142857142857,33.142857142857146,0.0,4.027142857142858
2016,February,2,7,Balochistan,10,0,7.224285714285714,20.708571428571428,0.0,2.1914285714285713
2016,February,2,8,Balochistan,7,0,13.51,18.608571428571427,0.0,2.4385714285714286
2016,March,3,9,Balochistan,7,0,10.754285714285714,61.628571428571426,21.2,2.557142857142857
2016,March,3,10,Balochistan,8,0,10.045714285714284,66.44428571428571,12.51,3.1614285714285715
2016,March,3,11,Balochistan,8,0,11.517142857142858,51.48428571428571,1.5699999999999998,4.058571428571429
2016,March,3,12,Balochistan,7,0,12.672857142857142,40.22571428571428,1.03,3.0585714285714287
2016,April,4,14,Balochistan,6,0,14.175714285714287,41.83142857142857,1.59,2.56
2016,April,4,15,Balochistan,7,0,19.048571428571428,32.605714285714285,0.28,2.8885714285714283
2016,April,4,16,Balochistan,7,0,16.900000000000002,24.400000000000002,0.11,4.545714285714285
2016,April,4,17,Balochistan,5,0,21.138571428571428,17.527142857142856,0.0,2.932857142857143
2016,May,5,18,Balochistan,10,0,21.784285714285716,32.63,7.99,2.6128571428571425
2016,May,5,19,Balochistan,10,1,24.50857142857143,23.582857142857144,0.0,2.9814285714285718
2016,May,5,20,Balochistan,10,0,25.728571428571428,15.921428571428573,0.0,4.585714285714286
2016,May,5,21,Balochistan,10,0,24.174285714285713,16.43857142857143,0.0,5.9399999999999995
2016,June,6,22,Balochistan,15,0,25.937142857142856,24.907142857142855,0.07,3.007142857142857
2016,June,6,23,Balochistan,23,1,27.849999999999998,12.361428571428572,0.0,3.107142857142857
2016,June,6,24,Balochistan,22,0,26.00142857142857,11.651428571428571,0.0,3.165714285714286
2016,June,6,25,Balochistan,15,0,27.548571428571428,22.56857142857143,0.0,1.8857142857142857
2016,July,7,27,Balochistan,27,0,29.099999999999998,29.034285714285716,0.01,3.4085714285714284
2016,July,7,28,Balochistan,59,1,28.259999999999998,38.451428571428565,7.819999999999999,2.031428571428571
2016,July,7,29,Balochistan,61,1,26.945714285714285,37.46,2.4,2.7914285714285714
2016,July,7,30,Balochistan,33,0,27.96142857142857,39.660000000000004,1.7599999999999998,2.7314285714285718
2016,August,8,31,Balochistan,38,1,25.724285714285713,47.54,11.36,2.531428571428571
2016,August,8,32,Balochistan,78,1,25.458571428571428,40.597142857142856,0.35000000000000003,2.2399999999999998
2016,August,8,33,Balochistan,70,1,24.972857142857144,23.062857142857144,0.0,1.697142857142857
2016,August,8,34,Balochistan,34,0,24.867142857142856,35.08714285714286,1.33,2.0714285714285716
2016,September,9,36,Balochistan,26,0,24.46857142857143,33.13428571428572,0.03,1.7285714285714284
2016,September,9,37,Balochistan,69,1,23.2,30.345714285714283,0.06,2.0157142857142856
2016,September,9,38,Balochistan,65,1,23.75714285714286,23.072857142857142,0.0,1.9428571428571428
2016,September,9,39,Balochistan,30,0,22.66,21.860000000000003,0.0,2.047142857142857
2016,October,10,40,Balochistan,22,0,18.845714285714283,20.601428571428574,0.0,3.6900000000000004
2016,October,10,41,Balochistan,41,1,15.462857142857143,26.364285714285717,24.26,2.1228571428571428
2016,October,10,42,Balochistan,40,0,14.644285714285715,31.572857142857142,0.0,4.235714285714286
2016,October,10,43,Balochistan,17,0,13.257142857142856,26.521428571428572,0.0,3.5
2016,November,11,44,Balochistan,18,0,13.64857142857143,24.115714285714287,0.0,2.6057142857142854
2016,November,11,45,Balochistan,22,0,10.695714285714287,24.28142857142857,0.0,3.3814285714285717
2016,November,11,46,Balochistan,22,0,11.852857142857143,16.805714285714284,0.0,2.204285714285714
2016,November,11,47,Balochistan,18,0,7.454285714285715,38.605714285714285,0.0,3.82
2016,December,12,48,Balochistan,11,0,11.765714285714285,30.804285714285715,0.0,2.2842857142857143
2016,December,12,49,Balochistan,14,0,11.255714285714287,28.72,0.0,2.542857142857143
2016,December,12,50,Balochistan,14,0,8.528571428571428,38.854285714285716,0.0,2.19
2016,December,12,51,Balochistan,11,0,8.044285714285715,27.92285714285714,2.19,3.6385714285714283
2016,January,1,1,ICT,19,0,12.661428571428571,56.22142857142857,4.26,2.662857142857143
2016,January,1,2,ICT,24,0,12.15,51.08857142857143,3.11,2.1685714285714286
2016,January,1,3,ICT,24,0,10.847142857142858,40.644285714285715,0.0,2.4585714285714286
2016,January,1,4,ICT,18,0,11.745714285714286,61.01,14.9,2.5628571428571427
2016,February,2,5,ICT,17,0,13.704285714285716,41.87,0.0,2.3085714285714287
2016,February,2,6,ICT,18,0,12.117142857142856,53.50428571428571,35.26,2.6714285714285713
2016,February,2,7,ICT,18,0,14.595714285714285,50.505714285714284,22.89,2.667142857142857
2016,February,2,8,ICT,17,0,17.961428571428574,39.61,0.0,2.838571428571428
2016,March,3,9,ICT,12,0,18.891428571428573,55.645714285714284,7.9,2.564285714285714
2016,March,3,10,ICT,18,0,17.75,64.61142857142856,62.58,2.3957142857142855
2016,March,3,11,ICT,18,0,16.458571428571428,69.00142857142858,47.98,2.717142857142857
2016,March,3,12,ICT,12,0,18.245714285714286,54.91285714285714,9.44,3.0357142857142856
2016,April,4,14,ICT,13,0,21.337142857142858,54.84571428571429,4.48,2.315714285714286
2016,April,4,15,ICT,15,0,24.372857142857146,51.02571428571429,6.33,3.5914285714285716
2016,April,4,16,ICT,15,0,24.184285714285714,44.72714285714285,3.87,3.224285714285714
2016,April,4,17,ICT,12,0,26.98428571428571,33.651428571428575,0.44,3.1771428571428575
2016,May,5,18,ICT,15,0,28.712857142857143,39.449999999999996,0.47000000000000003,3.001428571428572
2016,May,5,19,ICT,18,0,31.978571428571428,31.15,7.05,3.001428571428572
2016,May,5,20,ICT,18,0,34.91428571428572,17.16142857142857,0.15,3.312857142857143
2016,May,5,21,ICT,14,0,31.16142857142857,38.790000000000006,69.41,2.457142857142857
2016,June,6,22,ICT,29,0,32.39714285714286,38.315714285714286,12.03,2.7842857142857147
2016,June,6,23,ICT,31,1,34.44285714285714,29.490000000000002,8.43,2.244285714285714
2016,June,6,24,ICT,31,0,34.63142857142857,37.645714285714284,32.31,1.794285714285714
2016,June,6,25,ICT,29,0,33.54142857142857,46.73285714285714,34.79,1.9542857142857142
2016,July,7,27,ICT,43,0,32.89714285714286,52.41142857142857,33.98,1.5942857142857143
2016,July,7,28,ICT,110,1,31.490000000000002,64.07428571428571,96.75,1.6942857142857142
2016,July,7,29,ICT,109,1,30.271428571428572,64.77,31.3,1.6757142857142857
2016,July,7,30,ICT,58,0,28.90857142857143,75.35857142857142,108.9,1.8285714285714285
2016,August,8,31,ICT,67,1,29.344285714285714,73.48285714285714,27.91,2.1042857142857145
2016,August,8,32,ICT,163,1,28.40285714285714,76.46285714285715,48.25,1.93
2016,August,8,33,ICT,163,1,30.17142857142857,58.47714285714285,4.109999999999999,1.5771428571428572
2016,August,8,34,ICT,57,0,29.412857142857142,63.52571428571429,37.6,1.45
2016,September,9,36,ICT,55,0,30.011428571428574,53.54571428571428,23.02,1.3571428571428572
2016,September,9,37,ICT,134,1,28.505714285714284,57.74428571428571,25.27,1.53
2016,September,9,38,ICT,127,1,28.30142857142857,57.19428571428572,8.1,1.437142857142857
2016,September,9,39,ICT,64,0,28.13714285714286,56.11714285714286,0.16,1.5071428571428573
2016,October,10,40,ICT,35,0,27.385714285714283,51.48428571428571,11.66,1.8242857142857143
2016,October,10,41,ICT,86,0,24.97,36.33142857142857,0.0,2.0285714285714285
2016,October,10,42,ICT,94,1,23.262857142857143,36.20857142857143,0.16,2.4400000000000004
2016,October,10,43,ICT,35,0,22.451428571428572,27.37,0.0,2.2657142857142856
2016,November,11,44,ICT,36,0,21.01142857142857,29.782857142857143,0.41000000000000003,2.2328571428571427
2016,November,11,45,ICT,54,1,20.02,20.22714285714286,0.24000000000000002,2.6999999999999997
2016,November,11,46,ICT,54,0,18.448571428571427,20.16857142857143,0.0,2.62
2016,November,11,47,ICT,36,0,18.76571428571429,25.84714285714286,0.0,2.7671428571428573
2016,December,12,48,ICT,28,0,18.415714285714284,18.532857142857143,0.0,2.7028571428571433
2016,December,12,49,ICT,32,0,17.787142857142857,25.012857142857143,1.15,2.4657142857142853
2016,December,12,50,ICT,32,0,15.135714285714286,27.442857142857143,0.6900000000000001,2.277142857142857
2016,December,12,51,ICT,28,0,15.865714285714287,18.85571428571429,0.0,2.8971428571428572
2016,January,1,1,AJK,15,0,5.3,63.955714285714286,19.18,1.9628571428571429
2016,January,1,2,AJK,18,0,5.7871428571428565,55.70142857142857,0.65,1.7457142857142858
2016,January,1,3,AJK,17,0,5.204285714285715,41.55285714285714,0.0,1.8357142857142856
2016,January,1,4,AJK,15,0,4.11,70.49857142857142,24.009999999999998,1.9000000000000001
2016,February,2,5,AJK,11,0,6.484285714285714,49.135714285714286,0.08,2.111428571428571
2016,February,2,6,AJK,14,0,4.138571428571429,64.33,28.639999999999997,2.174285714285714
2016,February,2,7,AJK,14,0,7.094285714285713,56.32285714285714,19.98,2.2728571428571427
2016,February,2,8,AJK,11,0,10.678571428571429,41.86571428571428,0.0,2.4899999999999998
2016,March,3,9,AJK,11,0,11.384285714285713,62.96857142857142,5.54,2.0028571428571427
2016,March,3,10,AJK,12,0,9.89857142857143,74.26714285714286,63.34,2.1385714285714283
2016,March,3,11,AJK,11,0,8.095714285714285,77.33714285714287,91.46000000000001,2.4271428571428575
2016,March,3,12,AJK,11,0,10.498571428571427,60.417142857142856,24.11,2.6557142857142857
2016,April,4,14,AJK,8,0,12.982857142857142,65.76285714285714,17.12,2.047142857142857
2016,April,4,15,AJK,12,0,16.555714285714284,59.57,29.689999999999998,2.097142857142857
2016,April,4,16,AJK,12,0,15.555714285714286,57.31285714285714,8.25,2.0657142857142854
2016,April,4,17,AJK,8,0,18.414285714285715,41.95857142857143,0.6399999999999999,2.0228571428571427
2016,May,5,18,AJK,13,0,19.548571428571428,54.56428571428571,5.97,2.3957142857142855
2016,May,5,19,AJK,15,0,21.874285714285715,49.47571428571428,12.17,2.0885714285714285
2016,May,5,20,AJK,15,0,25.217142857142857,31.201428571428572,2.01,2.3242857142857143
2016,May,5,21,AJK,12,0,22.051428571428573,46.79571428571428,46.480000000000004,2.345714285714286
2016,June,6,22,AJK,20,0,23.68857142857143,43.20285714285715,4.8100000000000005,2.6257142857142854
2016,June,6,23,AJK,25,1,25.56714285714286,37.36,11.72,2.512857142857143
2016,June,6,24,AJK,25,0,25.365714285714287,47.56,33.21,2.2742857142857145
2016,June,6,25,AJK,20,0,24.964285714285715,53.46142857142858,20.509999999999998,2.315714285714286
2016,July,7,27,AJK,32,0,24.412857142857142,61.18857142857143,22.19,2.2785714285714285
2016,July,7,28,AJK,69,0,23.731428571428573,71.75571428571429,45.65,2.3857142857142857
2016,July,7,29,AJK,72,1,22.77857142857143,70.82428571428571,20.59,2.404285714285714
2016,July,7,30,AJK,37,0,21.774285714285714,83.18857142857142,76.72,2.427142857142857
2016,August,8,31,AJK,38,0,22.264285714285712,80.27714285714286,29.26,2.501428571428572
2016,August,8,32,AJK,98,1,21.292857142857144,82.94000000000001,43.99,2.162857142857143
2016,August,8,33,AJK,97,1,21.804285714285715,67.62571428571428,7.5600000000000005,2.0628571428571427
2016,August,8,34,AJK,47,0,21.81,69.86857142857143,39.39,1.8699999999999999
2016,September,9,36,AJK,33,0,21.310000000000002,67.06,16.86,2.025714285714286
2016,September,9,37,AJK,76,0,19.804285714285715,68.63428571428571,18.78,1.9642857142857142
2016,September,9,38,AJK,77,1,19.815714285714286,69.63285714285715,7.92,2.0242857142857145
2016,September,9,39,AJK,34,0,19.73428571428571,67.84142857142857,0.86,2.0300000000000002
2016,October,10,40,AJK,24,0,18.534285714285716,60.684285714285714,14.27,1.9757142857142858
2016,October,10,41,AJK,55,0,16.745714285714286,42.99285714285714,0.1,2.1885714285714286
2016,October,10,42,AJK,57,1,15.105714285714285,42.58142857142857,1.27,2.3385714285714285
2016,October,10,43,AJK,24,0,14.067142857142857,37.29857142857143,0.0,2.1557142857142857
2016,November,11,44,AJK,24,0,13.125714285714285,40.89,0.12,2.1685714285714286
2016,November,11,45,AJK,26,0,12.282857142857143,26.584285714285716,0.04,2.2328571428571427
2016,November,11,46,AJK,26,0,11.20142857142857,25.937142857142856,0.0,2.314285714285714
2016,November,11,47,AJK,24,0,11.247142857142858,32.86714285714286,0.02,2.085714285714286
2016,December,12,48,AJK,14,0,11.282857142857143,25.607142857142858,0.02,2.042857142857143
2016,December,12,49,AJK,21,0,11.33,30.462857142857143,2.4400000000000004,2.1742857142857144
2016,December,12,50,AJK,21,0,7.72,34.277142857142856,2.61,2.132857142857143
2016,December,12,51,AJK,14,0,9.062857142857142,23.141428571428573,0.01,2.044285714285714
2016,January,1,1,GB,7,0,-9.508571428571429,73.74285714285713,8.27,1.2942857142857143
2016,January,1,2,GB,8,0,-9.595714285714285,67.1,0.22,1.2614285714285713
2016,January,1,3,GB,8,0,-10.644285714285715,41.81285714285714,0.0,1.48
2016,January,1,4,GB,7,0,-8.722857142857142,76.49714285714286,7.75,1.8571428571428572
2016,February,2,5,GB,6,0,-7.8185714285714285,59.40571428571428,0.01,1.2442857142857142
2016,February,2,6,GB,7,0,-8.258571428571429,72.42,7.53,1.4628571428571429
2016,February,2,7,GB,7,0,-7.307142857142857,65.07857142857144,3.55,1.2971428571428572
2016,February,2,8,GB,5,0,-3.385714285714286,34.621428571428574,0.0,1.5914285714285714
2016,March,3,9,GB,5,0,-0.9042857142857142,57.51428571428572,0.37,1.0557142857142858
2016,March,3,10,GB,5,0,-1.3857142857142857,69.56714285714285,15.05,1.262857142857143
2016,March,3,11,GB,5,0,-5.3428571428571425,77.88142857142857,25.4,2.2728571428571427
2016,March,3,12,GB,5,0,-3.3428571428571425,66.07571428571428,9.7,1.4785714285714284
2016,April,4,14,GB,3,0,-0.7714285714285715,73.91857142857144,10.23,1.5257142857142856
2016,April,4,15,GB,5,0,2.3771428571428572,61.71,12.45,1.3357142857142856
