year,month,month_num,epi_week,region,district,cases,deaths
2016,January,1,2,Punjab,Vehari,2,0
2016,January,1,3,Punjab,Vehari,2,0
2016,January,1,4,Punjab,Vehari,2,0
2016,January,1,1,Punjab,Khanewal,2,0
2016,January,1,2,Punjab,Khanewal,2,0
2016,January,1,3,Punjab,Khanewal,2,0
2016,January,1,4,Punjab,Khanewal,2,0
2016,January,1,1,Punjab,Toba Tek Singh,2,0
2016,January,1,2,Punjab,Toba Tek Singh,2,0
2016,January,1,3,Punjab,Toba Tek Singh,2,0
2016,January,1,4,Punjab,Toba Tek Singh,2,0
2016,January,1,1,Punjab,Nankana Sahib,2,0
2016,January,1,2,Punjab,Nankana Sahib,2,0
2016,January,1,3,Punjab,Nankana Sahib,2,0
2016,January,1,4,Punjab,Nankana Sahib,1,0
2016,January,1,1,Punjab,Attock,1,0
2016,January,1,2,Punjab,Attock,2,0
2016,January,1,3,Punjab,Attock,2,0
2016,January,1,4,Punjab,Attock,1,0
2016,January,1,1,Punjab,Chakwal,1,0
2016,January,1,2,Punjab,Chakwal,2,0
2016,January,1,3,Punjab,Chakwal,1,0
2016,January,1,4,Punjab,Chakwal,1,0
2016,January,1,1,Punjab,Jhelum,1,0
2016,January,1,2,Punjab,Jhelum,2,0
2016,January,1,3,Punjab,Jhelum,2,0
2016,January,1,4,Punjab,Jhelum,1,0
2016,January,1,1,Punjab,Mianwali,1,0
2016,January,1,2,Punjab,Mianwali,2,0
2016,January,1,3,Punjab,Mianwali,1,0
2016,January,1,4,Punjab,Mianwali,1,0
2016,January,1,1,Punjab,D.G. Khan,2,0
2016,January,1,2,Punjab,D.G. Khan,3,0
2016,January,1,3,Punjab,D.G. Khan,2,0
2016,January,1,4,Punjab,D.G. Khan,2,0
2016,January,1,1,Punjab,Rajanpur,2,0
2016,January,1,2,Punjab,Rajanpur,2,0
2016,January,1,3,Punjab,Rajanpur,2,0
2016,January,1,4,Punjab,Rajanpur,1,0
2016,January,1,1,Punjab,Bahawalnagar,2,0
2016,January,1,2,Punjab,Bahawalnagar,2,0
2016,January,1,3,Punjab,Bahawalnagar,2,0
2016,January,1,4,Punjab,Bahawalnagar,1,0
2016,February,2,5,Punjab,Lahore,4,0
2016,February,2,6,Punjab,Lahore,7,0
2016,February,2,7,Punjab,Lahore,6,0
2016,February,2,8,Punjab,Lahore,4,0
2016,February,2,5,Punjab,Faisalabad,4,0
2016,February,2,6,Punjab,Faisalabad,4,0
2016,February,2,7,Punjab,Faisalabad,4,0
2016,February,2,8,Punjab,Faisalabad,4,0
2016,February,2,5,Punjab,Rawalpindi,3,0
2016,February,2,6,Punjab,Rawalpindi,3,0
2016,February,2,7,Punjab,Rawalpindi,3,0
2016,February,2,8,Punjab,Rawalpindi,3,0
2016,February,2,5,Punjab,Gujranwala,3,0
2016,February,2,6,Punjab,Gujranwala,3,0
2016,February,2,7,Punjab,Gujranwala,3,0
2016,February,2,8,Punjab,Gujranwala,3,0
2016,February,2,5,Punjab,Multan,3,0
2016,February,2,6,Punjab,Multan,3,0
2016,February,2,7,Punjab,Multan,3,0
2016,February,2,8,Punjab,Multan,2,0
2016,February,2,5,Punjab,Sheikhupura,2,0
2016,February,2,6,Punjab,Sheikhupura,3,0
2016,February,2,7,Punjab,Sheikhupura,3,0
2016,February,2,8,Punjab,Sheikhupura,2,0
2016,February,2,5,Punjab,Kasur,2,0
2016,February,2,6,Punjab,Kasur,3,0
2016,February,2,7,Punjab,Kasur,3,0
2016,February,2,8,Punjab,Kasur,2,0
2016,February,2,5,Punjab,Sialkot,2,0
2016,February,2,6,Punjab,Sialkot,3,0
2016,February,2,7,Punjab,Sialkot,3,0
2016,February,2,8,Punjab,Sialkot,2,0
2016,February,2,5,Punjab,Sargodha,2,0
2016,February,2,6,Punjab,Sargodha,2,0
2016,February,2,7,Punjab,Sargodha,2,0
2016,February,2,8,Punjab,Sargodha,2,0
2016,February,2,5,Punjab,Bahawalpur,2,0
2016,February,2,6,Punjab,Bahawalpur,2,0
2016,February,2,7,Punjab,Bahawalpur,2,0
2016,February,2,8,Punjab,Bahawalpur,2,0
2016,February,2,5,Punjab,Jhang,2,0
2016,February,2,6,Punjab,Jhang,3,0
2016,February,2,7,Punjab,Jhang,2,0
2016,February,2,8,Punjab,Jhang,2,0
2016,February,2,5,Punjab,Gujrat,2,0
2016,February,2,6,Punjab,Gujrat,2,0
2016,February,2,7,Punjab,Gujrat,2,0
2016,February,2,8,Punjab,Gujrat,1,0
2016,February,2,5,Punjab,Rahim Yar Khan,2,0
2016,February,2,6,Punjab,Rahim Yar Khan,3,0
2016,February,2,7,Punjab,Rahim Yar Khan,3,0
2016,February,2,8,Punjab,Rahim Yar Khan,2,0
2016,February,2,5,Punjab,Sahiwal,1,0
2016,February,2,6,Punjab,Sahiwal,2,0
2016,February,2,7,Punjab,Sahiwal,2,0
2016,February,2,8,Punjab,Sahiwal,1,0
2016,February,2,5,Punjab,Okara,2,0
2016,February,2,6,Punjab,Okara,2,0
2016,February,2,7,Punjab,Okara,2,0
2016,February,2,8,Punjab,Okara,1,0
2016,February,2,5,Punjab,Narowal,1,0
2016,February,2,6,Punjab,Narowal,2,0
2016,February,2,7,Punjab,Narowal,2,0
2016,February,2,8,Punjab,Narowal,1,0
2016,February,2,5,Punjab,Hafizabad,1,0
2016,February,2,6,Punjab,Hafizabad,2,0
2016,February,2,7,Punjab,Hafizabad,2,0
2016,February,2,8,Punjab,Hafizabad,1,0
2016,February,2,5,Punjab,Mandi Bahauddin,1,0
2016,February,2,6,Punjab,Mandi Bahauddin,2,0
2016,February,2,7,Punjab,Mandi Bahauddin,2,0
2016,February,2,8,Punjab,Mandi Bahauddin,1,0
2016,February,2,5,Punjab,Pakpattan,1,0
2016,February,2,6,Punjab,Pakpattan,2,0
2016,February,2,7,Punjab,Pakpattan,1,0
2016,February,2,8,Punjab,Pakpattan,1,0
2016,February,2,5,Punjab,Chiniot,1,0
2016,February,2,6,Punjab,Chiniot,2,0
2016,February,2,7,Punjab,Chiniot,1,0
2016,February,2,8,Punjab,Chiniot,1,0
2016,February,2,5,Punjab,Khushab,1,0
2016,February,2,6,Punjab,Khushab,2,0
2016,February,2,7,Punjab,Khushab,1,0
2016,February,2,8,Punjab,Khushab,1,0
2016,February,2,5,Punjab,Bhakkar,1,0
2016,February,2,6,Punjab,Bhakkar,1,0
2016,February,2,7,Punjab,Bhakkar,1,0
2016,February,2,8,Punjab,Bhakkar,1,0
2016,February,2,5,Punjab,Layyah,1,0
2016,February,2,6,Punjab,Layyah,2,0
2016,February,2,7,Punjab,Layyah,1,0
2016,February,2,8,Punjab,Layyah,1,0
2016,February,2,5,Punjab,Muzaffargarh,2,0
2016,February,2,6,Punjab,Muzaffargarh,3,0
2016,February,2,7,Punjab,Muzaffargarh,2,0
2016,February,2,8,Punjab,Muzaffargarh,2,0
2016,February,2,5,Punjab,Lodhran,1,0
2016,February,2,6,Punjab,Lodhran,2,0
2016,February,2,7,Punjab,Lodhran,2,0
2016,February,2,8,Punjab,Lodhran,1,0
2016,February,2,5,Punjab,Vehari,2,0
2016,February,2,6,Punjab,Vehari,2,0
2016,February,2,7,Punjab,Vehari,2,0
2016,February,2,8,Punjab,Vehari,1,0
2016,February,2,5,Punjab,Khanewal,2,0
2016,February,2,6,Punjab,Khanewal,2,0
2016,February,2,7,Punjab,Khanewal,2,0
2016,February,2,8,Punjab,Khanewal,1,0
2016,February,2,5,Punjab,Toba Tek Singh,1,0
2016,February,2,6,Punjab,Toba Tek Singh,2,0
2016,February,2,7,Punjab,Toba Tek Singh,2,0
2016,February,2,8,Punjab,Toba Tek Singh,1,0
2016,February,2,5,Punjab,Nankana Sahib,2,0
2016,February,2,6,Punjab,Nankana Sahib,2,0
2016,February,2,7,Punjab,Nankana Sahib,2,0
2016,February,2,8,Punjab,Nankana Sahib,1,0
2016,February,2,5,Punjab,Attock,1,0
2016,February,2,6,Punjab,Attock,2,0
2016,February,2,7,Punjab,Attock,1,0
2016,February,2,8,Punjab,Attock,1,0
2016,February,2,5,Punjab,Chakwal,1,0
2016,February,2,6,Punjab,Chakwal,1,0
2016,February,2,7,Punjab,Chakwal,1,0
2016,February,2,8,Punjab,Chakwal,1,0
2016,February,2,5,Punjab,Jhelum,1,0
2016,February,2,6,Punjab,Jhelum,2,0
2016,February,2,7,Punjab,Jhelum,1,0
2016,February,2,8,Punjab,Jhelum,1,0
2016,February,2,5,Punjab,Mianwali,1,0
2016,February,2,6,Punjab,Mianwali,2,0
2016,February,2,7,Punjab,Mianwali,1,0
2016,February,2,8,Punjab,Mianwali,1,0
2016,February,2,5,Punjab,D.G. Khan,2,0
2016,February,2,6,Punjab,D.G. Khan,2,0
2016,February,2,7,Punjab,D.G. Khan,2,0
2016,February,2,8,Punjab,D.G. Khan,1,0
2016,February,2,5,Punjab,Rajanpur,1,0
2016,February,2,6,Punjab,Rajanpur,2,0
2016,February,2,7,Punjab,Rajanpur,2,0
2016,February,2,8,Punjab,Rajanpur,1,0
2016,February,2,5,Punjab,Bahawalnagar,2,0
2016,February,2,6,Punjab,Bahawalnagar,2,0
2016,February,2,7,Punjab,Bahawalnagar,2,0
2016,February,2,8,Punjab,Bahawalnagar,1,0
2016,March,3,9,Punjab,Lahore,4,0
2016,March,3,10,Punjab,Lahore,4,0
2016,March,3,11,Punjab,Lahore,4,0
2016,March,3,12,Punjab,Lahore,3,0
2016,March,3,9,Punjab,Faisalabad,3,0
2016,March,3,10,Punjab,Faisalabad,3,0
2016,March,3,11,Punjab,Faisalabad,3,0
2016,March,3,12,Punjab,Faisalabad,2,0
2016,March,3,9,Punjab,Rawalpindi,2,0
2016,March,3,10,Punjab,Rawalpindi,2,0
2016,March,3,11,Punjab,Rawalpindi,2,0
2016,March,3,12,Punjab,Rawalpindi,2,0
2016,March,3,9,Punjab,Gujranwala,2,0
2016,March,3,10,Punjab,Gujranwala,3,0
2016,March,3,11,Punjab,Gujranwala,2,0
2016,March,3,12,Punjab,Gujranwala,2,0
2016,March,3,9,Punjab,Multan,2,0
2016,March,3,10,Punjab,Multan,2,0
2016,March,3,11,Punjab,Multan,2,0
2016,March,3,12,Punjab,Multan,1,0
2016,March,3,9,Punjab,Sheikhupura,2,0
2016,March,3,10,Punjab,Sheikhupura,2,0
2016,March,3,11,Punjab,Sheikhupura,2,0
2016,March,3,12,Punjab,Sheikhupura,1,0
2016,March,3,9,Punjab,Kasur,2,0
2016,March,3,10,Punjab,Kasur,2,0
2016,March,3,11,Punjab,Kasur,2,0
2016,March,3,12,Punjab,Kasur,1,0
2016,March,3,9,Punjab,Sialkot,2,0
2016,March,3,10,Punjab,Sialkot,2,0
2016,March,3,11,Punjab,Sialkot,2,0
2016,March,3,12,Punjab,Sialkot,1,0
2016,March,3,9,Punjab,Sargodha,1,0
2016,March,3,10,Punjab,Sargodha,2,0
2016,March,3,11,Punjab,Sargodha,2,0
2016,March,3,12,Punjab,Sargodha,1,0
2016,March,3,9,Punjab,Bahawalpur,1,0
2016,March,3,10,Punjab,Bahawalpur,2,0
2016,March,3,11,Punjab,Bahawalpur,1,0
2016,March,3,12,Punjab,Bahawalpur,1,0
2016,March,3,9,Punjab,Jhang,1,0
2016,March,3,10,Punjab,Jhang,2,0
2016,March,3,11,Punjab,Jhang,2,0
2016,March,3,12,Punjab,Jhang,1,0
2016,March,3,9,Punjab,Gujrat,1,0
2016,March,3,10,Punjab,Gujrat,2,0
2016,March,3,11,Punjab,Gujrat,2,0
2016,March,3,12,Punjab,Gujrat,1,0
2016,March,3,9,Punjab,Rahim Yar Khan,1,0
2016,March,3,10,Punjab,Rahim Yar Khan,2,0
2016,March,3,11,Punjab,Rahim Yar Khan,2,0
2016,March,3,12,Punjab,Rahim Yar Khan,1,0
2016,March,3,9,Punjab,Sahiwal,1,0
2016,March,3,10,Punjab,Sahiwal,1,0
2016,March,3,11,Punjab,Sahiwal,1,0
2016,March,3,12,Punjab,Sahiwal,1,0
2016,March,3,9,Punjab,Okara,1,0
2016,March,3,10,Punjab,Okara,2,0
2016,March,3,11,Punjab,Okara,1,0
2016,March,3,12,Punjab,Okara,1,0
2016,March,3,9,Punjab,Narowal,1,0
2016,March,3,10,Punjab,Narowal,2,0
2016,March,3,11,Punjab,Narowal,1,0
2016,March,3,12,Punjab,Narowal,1,0
2016,March,3,9,Punjab,Hafizabad,1,0
2016,March,3,10,Punjab,Hafizabad,1,0
2016,March,3,11,Punjab,Hafizabad,1,0
2016,March,3,12,Punjab,Hafizabad,1,0
2016,March,3,9,Punjab,Mandi Bahauddin,1,0
2016,March,3,10,Punjab,Mandi Bahauddin,1,0
2016,March,3,11,Punjab,Mandi Bahauddin,1,0
2016,March,3,12,Punjab,Mandi Bahauddin,1,0
2016,March,3,9,Punjab,Pakpattan,1,0
2016,March,3,10,Punjab,Pakpattan,1,0
2016,March,3,11,Punjab,Pakpattan,1,0
2016,March,3,12,Punjab,Pakpattan,0,0
2016,March,3,9,Punjab,Chiniot,1,0
2016,March,3,10,Punjab,Chiniot,1,0
2016,March,3,11,Punjab,Chiniot,1,0
2016,March,3,12,Punjab,Chiniot,1,0
2016,March,3,9,Punjab,Khushab,1,0
2016,March,3,10,Punjab,Khushab,1,0
2016,March,3,11,Punjab,Khushab,1,0
2016,March,3,12,Punjab,Khushab,0,0
2016,March,3,9,Punjab,Bhakkar,1,0
2016,March,3,10,Punjab,Bhakkar,1,0
2016,March,3,11,Punjab,Bhakkar,1,0
2016,March,3,12,Punjab,Bhakkar,0,0
2016,March,3,9,Punjab,Layyah,1,0
2016,March,3,10,Punjab,Layyah,1,0
2016,March,3,11,Punjab,Layyah,1,0
2016,March,3,12,Punjab,Layyah,1,0
2016,March,3,9,Punjab,Muzaffargarh,1,0
2016,March,3,10,Punjab,Muzaffargarh,2,0
2016,March,3,11,Punjab,Muzaffargarh,2,0
2016,March,3,12,Punjab,Muzaffargarh,1,0
2016,March,3,9,Punjab,Lodhran,1,0
2016,March,3,10,Punjab,Lodhran,1,0
2016,March,3,11,Punjab,Lodhran,1,0
2016,March,3,12,Punjab,Lodhran,1,0
2016,March,3,9,Punjab,Vehari,1,0
2016,March,3,10,Punjab,Vehari,2,0
2016,March,3,11,Punjab,Vehari,1,0
2016,March,3,12,Punjab,Vehari,1,0
2016,March,3,9,Punjab,Khanewal,1,0
2016,March,3,10,Punjab,Khanewal,2,0
2016,March,3,11,Punjab,Khanewal,1,0
2016,March,3,12,Punjab,Khanewal,1,0
2016,March,3,9,Punjab,Toba Tek Singh,1,0
2016,March,3,10,Punjab,Toba Tek Singh,1,0
2016,March,3,11,Punjab,Toba Tek Singh,1,0
2016,March,3,12,Punjab,Toba Tek Singh,1,0
2016,March,3,9,Punjab,Nankana Sahib,1,0
2016,March,3,10,Punjab,Nankana Sahib,2,0
2016,March,3,11,Punjab,Nankana Sahib,1,0
2016,March,3,12,Punjab,Nankana Sahib,1,0
2016,March,3,9,Punjab,Attock,1,0
2016,March,3,10,Punjab,Attock,1,0
2016,March,3,11,Punjab,Attock,1,0
2016,March,3,12,Punjab,Attock,0,0
2016,March,3,9,Punjab,Chakwal,1,0
2016,March,3,10,Punjab,Chakwal,1,0
2016,March,3,11,Punjab,Chakwal,1,0
2016,March,3,12,Punjab,Chakwal,0,0
2016,March,3,9,Punjab,Jhelum,1,0
2016,March,3,10,Punjab,Jhelum,1,0
2016,March,3,11,Punjab,Jhelum,1,0
2016,March,3,12,Punjab,Jhelum,1,0
2016,March,3,9,Punjab,Mianwali,1,0
2016,March,3,10,Punjab,Mianwali,1,0
2016,March,3,11,Punjab,Mianwali,1,0
2016,March,3,12,Punjab,Mianwali,0,0
2016,March,3,9,Punjab,D.G. Khan,1,0
2016,March,3,10,Punjab,D.G. Khan,2,0
2016,March,3,11,Punjab,D.G. Khan,1,0
2016,March,3,12,Punjab,D.G. Khan,1,0
2016,March,3,9,Punjab,Rajanpur,1,0
2016,March,3,10,Punjab,Rajanpur,1,0
2016,March,3,11,Punjab,Rajanpur,1,0
2016,March,3,12,Punjab,Rajanpur,1,0
2016,March,3,9,Punjab,Bahawalnagar,1,0
2016,March,3,10,Punjab,Bahawalnagar,2,0
2016,March,3,11,Punjab,Bahawalnagar,1,0
2016,March,3,12,Punjab,Bahawalnagar,1,0
2016,April,4,13,Punjab,Lahore,3,0
2016,April,4,14,Punjab,Lahore,3,0
2016,April,4,15,Punjab,Lahore,3,0
2016,April,4,16,Punjab,Lahore,2,0
2016,April,4,13,Punjab,Faisalabad,2,0
2016,April,4,14,Punjab,Faisalabad,3,0
2016,April,4,15,Punjab,Faisalabad,2,0
2016,April,4,16,Punjab,Faisalabad,2,0
2016,April,4,13,Punjab,Rawalpindi,1,0
2016,April,4,14,Punjab,Rawalpindi,2,0
2016,April,4,15,Punjab,Rawalpindi,2,0
2016,April,4,16,Punjab,Rawalpindi,1,0
2016,April,4,13,Punjab,Gujranwala,2,0
2016,April,4,14,Punjab,Gujranwala,2,0
2016,April,4,15,Punjab,Gujranwala,2,0
2016,April,4,16,Punjab,Gujranwala,1,0
2016,April,4,13,Punjab,Multan,1,0
2016,April,4,14,Punjab,Multan,2,0
2016,April,4,15,Punjab,Multan,2,0
2016,April,4,16,Punjab,Multan,1,0
2016,April,4,13,Punjab,Sheikhupura,1,0
2016,April,4,14,Punjab,Sheikhupura,2,0
2016,April,4,15,Punjab,Sheikhupura,1,0
2016,April,4,16,Punjab,Sheikhupura,1,0
2016,April,4,13,Punjab,Kasur,1,0
2016,April,4,14,Punjab,Kasur,2,0
2016,April,4,15,Punjab,Kasur,1,0
2016,April,4,16,Punjab,Kasur,1,0
2016,April,4,13,Punjab,Sialkot,1,0
2016,April,4,14,Punjab,Sialkot,2,0
2016,April,4,15,Punjab,Sialkot,2,0
2016,April,4,16,Punjab,Sialkot,1,0
2016,April,4,13,Punjab,Sargodha,1,0
2016,April,4,14,Punjab,Sargodha,1,0
2016,April,4,15,Punjab,Sargodha,1,0
2016,April,4,16,Punjab,Sargodha,1,0
2016,April,4,13,Punjab,Bahawalpur,1,0
2016,April,4,14,Punjab,Bahawalpur,1,0
2016,April,4,15,Punjab,Bahawalpur,1,0
2016,April,4,16,Punjab,Bahawalpur,1,0
2016,April,4,13,Punjab,Jhang,1,0
2016,April,4,14,Punjab,Jhang,2,0
2016,April,4,15,Punjab,Jhang,1,0
2016,April,4,16,Punjab,Jhang,1,0
2016,April,4,13,Punjab,Gujrat,1,0
2016,April,4,14,Punjab,Gujrat,1,0
2016,April,4,15,Punjab,Gujrat,1,0
2016,April,4,16,Punjab,Gujrat,1,0
2016,April,4,13,Punjab,Rahim Yar Khan,1,0
2016,April,4,14,Punjab,Rahim Yar Khan,2,0
2016,April,4,15,Punjab,Rahim Yar Khan,1,0
2016,April,4,16,Punjab,Rahim Yar Khan,1,0
2016,April,4,13,Punjab,Sahiwal,1,0
2016,April,4,14,Punjab,Sahiwal,1,0
2016,April,4,15,Punjab,Sahiwal,1,0
2016,April,4,16,Punjab,Sahiwal,0,0
2016,April,4,13,Punjab,Okara,1,0
2016,April,4,14,Punjab,Okara,1,0
2016,April,4,15,Punjab,Okara,1,0
2016,April,4,16,Punjab,Okara,1,0
2016,April,4,13,Punjab,Narowal,1,0
2016,April,4,14,Punjab,Narowal,1,0
2016,April,4,15,Punjab,Narowal,1,0
2016,April,4,16,Punjab,Narowal,0,0
2016,April,4,13,Punjab,Hafizabad,1,0
2016,April,4,14,Punjab,Hafizabad,1,0
2016,April,4,15,Punjab,Hafizabad,1,0
2016,April,4,16,Punjab,Hafizabad,1,0
2016,April,4,13,Punjab,Mandi Bahauddin,0,0
2016,April,4,14,Punjab,Mandi Bahauddin,1,0
2016,April,4,15,Punjab,Mandi Bahauddin,1,0
2016,April,4,16,Punjab,Mandi Bahauddin,0,0
2016,April,4,13,Punjab,Pakpattan,1,0
2016,April,4,14,Punjab,Pakpattan,1,0
2016,April,4,15,Punjab,Pakpattan,1,0
2016,April,4,16,Punjab,Pakpattan,0,0
2016,April,4,13,Punjab,Chiniot,1,0
2016,April,4,14,Punjab,Chiniot,1,0
2016,April,4,15,Punjab,Chiniot,1,0
2016,April,4,16,Punjab,Chiniot,0,0
2016,April,4,13,Punjab,Khushab,1,0
2016,April,4,14,Punjab,Khushab,1,0
2016,April,4,15,Punjab,Khushab,1,0
2016,April,4,16,Punjab,Khushab,0,0
2016,April,4,13,Punjab,Bhakkar,0,0
2016,April,4,14,Punjab,Bhakkar,1,0
2016,April,4,15,Punjab,Bhakkar,1,0
2016,April,4,16,Punjab,Bhakkar,0,0
2016,April,4,13,Punjab,Layyah,1,0
2016,April,4,14,Punjab,Layyah,1,0
2016,April,4,15,Punjab,Layyah,1,0
2016,April,4,16,Punjab,Layyah,0,0
2016,April,4,13,Punjab,Muzaffargarh,1,0
2016,April,4,14,Punjab,Muzaffargarh,2,0
2016,April,4,15,Punjab,Muzaffargarh,1,0
2016,April,4,16,Punjab,Muzaffargarh,1,0
2016,April,4,13,Punjab,Lodhran,0,0
2016,April,4,14,Punjab,Lodhran,1,0
2016,April,4,15,Punjab,Lodhran,1,0
2016,April,4,16,Punjab,Lodhran,0,0
2016,April,4,13,Punjab,Vehari,1,0
2016,April,4,14,Punjab,Vehari,1,0
2016,April,4,15,Punjab,Vehari,1,0
2016,April,4,16,Punjab,Vehari,1,0
2016,April,4,13,Punjab,Khanewal,1,0
2016,April,4,14,Punjab,Khanewal,1,0
2016,April,4,15,Punjab,Khanewal,1,0
2016,April,4,16,Punjab,Khanewal,1,0
2016,April,4,13,Punjab,Toba Tek Singh,1,0
2016,April,4,14,Punjab,Toba Tek Singh,1,0
2016,April,4,15,Punjab,Toba Tek Singh,1,0
2016,April,4,16,Punjab,Toba Tek Singh,1,0
2016,April,4,13,Punjab,Nankana Sahib,1,0
2016,April,4,14,Punjab,Nankana Sahib,1,0
2016,April,4,15,Punjab,Nankana Sahib,1,0
2016,April,4,16,Punjab,Nankana Sahib,0,0
2016,April,4,13,Punjab,Attock,1,0
2016,April,4,14,Punjab,Attock,1,0
2016,April,4,15,Punjab,Attock,1,0
2016,April,4,16,Punjab,Attock,0,0
2016,April,4,13,Punjab,Chakwal,0,0
2016,April,4,14,Punjab,Chakwal,1,0
2016,April,4,15,Punjab,Chakwal,1,0
2016,April,4,16,Punjab,Chakwal,0,0
2016,April,4,13,Punjab,Jhelum,1,0
2016,April,4,14,Punjab,Jhelum,1,0
2016,April,4,15,Punjab,Jhelum,1,0
2016,April,4,16,Punjab,Jhelum,0,0
2016,April,4,13,Punjab,Mianwali,0,0
2016,April,4,14,Punjab,Mianwali,1,0
2016,April,4,15,Punjab,Mianwali,1,0
2016,April,4,16,Punjab,Mianwali,0,0
2016,April,4,13,Punjab,D.G. Khan,1,0
